Date,Open,Low,Close,Adj,Close,Volume
2011-09-08,1197.98,1204.4,1183.34,1185.9,1185.9,4465170000
2011-09-09,1185.37,1185.37,1148.37,1154.23,1154.23,4586370000
2011-09-12,1153.5,1162.52,1136.07,1162.27,1162.27,5168550000
2011-09-13,1162.59,1176.41,1157.44,1172.87,1172.87,4681370000
2011-09-14,1173.32,1202.38,1162.73,1188.68,1188.68,4986740000
2011-09-15,1189.44,1209.11,1189.44,1209.11,1209.11,4479730000
2011-09-16,1209.21,1220.06,1204.46,1216.01,1216.01,5248890000
2011-09-19,1214.99,1214.99,1188.36,1204.09,1204.09,4254190000
2011-09-20,1204.5,1220.39,1201.29,1202.09,1202.09,4315610000
2011-09-21,1203.63,1206.3,1166.21,1166.76,1166.76,4728550000
2011-09-22,1164.55,1164.55,1114.22,1129.56,1129.56,6703140000
2011-09-23,1128.82,1141.72,1121.36,1136.43,1136.43,5639930000
2011-09-26,1136.91,1164.19,1131.07,1162.95,1162.95,4762830000
2011-09-27,1163.32,1195.86,1163.32,1175.38,1175.38,5548130000
2011-09-28,1175.39,1184.71,1150.4,1151.06,1151.06,4787920000
2011-09-29,1151.74,1175.87,1139.93,1160.4,1160.4,5285740000
"Sep 30, 2011",1159.93,1159.93,1131.34,1131.42,1131.42,4416790000
"Oct 03, 2011",1131.21,1138.99,1098.92,1099.23,1099.23,5670340000
"Oct 04, 2011",1097.42,1125.12,1074.77,1123.95,1123.95,3714670000
"Oct 05, 2011",1124.03,1146.07,1115.68,1144.03,1144.03,2510620000
"Oct 06, 2011",1144.11,1165.55,1134.95,1164.97,1164.97,5098330000
"Oct 07, 2011",1165.03,1171.4,1150.26,1155.46,1155.46,5580380000
"Oct 10, 2011",1158.15,1194.91,1158.15,1194.89,1194.89,4446800000
"Oct 11, 2011",1194.6,1199.24,1187.3,1195.54,1195.54,4424500000
"Oct 12, 2011",1196.19,1220.25,1196.19,1207.25,1207.25,5355360000
"Oct 13, 2011",1206.96,1207.46,1190.58,1203.66,1203.66,4436270000
"Oct 14, 2011",1205.65,1224.61,1205.65,1224.58,1224.58,4116690000
"Oct 17, 2011",1224.47,1224.47,1198.55,1200.86,1200.86,4300700000
"Oct 18, 2011",1200.75,1233.1,1191.48,1225.38,1225.38,4840170000
"Oct 19, 2011",1223.46,1229.64,1206.31,1209.88,1209.88,4846390000
"Oct 20, 2011",1209.92,1219.53,1197.34,1215.39,1215.39,4870290000
"Oct 21, 2011",1215.39,1239.03,1215.39,1238.25,1238.25,4980770000
"Oct 24, 2011",1238.72,1256.55,1238.72,1254.19,1254.19,4309380000
"Oct 25, 2011",1254.19,1254.19,1226.79,1229.05,1229.05,4473970000
"Oct 26, 2011",1229.17,1246.28,1221.06,1242,1242,4873530000
"Oct 27, 2011",1243.97,1292.66,1243.97,1284.59,1284.59,6367610000
"Oct 28, 2011",1284.39,1287.08,1277.01,1285.09,1285.09,4536690000
